Journal.name,JIF
SILVAE GENETICA,1.1
Thermal Science,1.1
TOXICOLOGICAL AND ENVIRONMENTAL CHEMISTRY,1.1
Translational and Clinical Pharmacology,1.1
ASIA-PACIFIC JOURNAL OF OPERATIONAL RESEARCH,1.1
International Advances in Economic Research,1.1
Journal of Developing Societies,1.1
Molecular & Cellular Toxicology,1.1
Palabra Clave,1.1
PERFUSION-UK,1.1
POLIMERY,1.1
REVISTA DE LA FACULTAD DE CIENCIAS AGRARIAS,1.1
Archives of Disease in Childhood-Education and Practice Edition,1.1
Asian Journal of Atmospheric Environment,1.1
Asian-Pacific Economic Literature,1.1
CORROSION,1.1
Egyptian Journal of Neurology Psychiatry and Neurosurgery,1.1
Genetic Testing and Molecular Biomarkers,1.1
IDCases,1.1
IEEE Magnetics Letters,1.1
International Journal of Steel Structures,1.1
Journal of Clinical Imaging Science,1.1
Journal of Gemmology,1.1
MATERIALES DE CONSTRUCCION,1.1
Pollution,1.1
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-WATER MANAGEMENT,1.1
Toxicology Communications,1.1
ARCHIVES OF MECHANICS,1.1
Archives of Rheumatology,1.1
Australasian Journal of Environmental Management,1.1
B E Journal of Economic Analysis & Policy,1.1
Civil and Environmental Engineering,1.1
Economics of Peace and Security Journal,1.1
Iraqi Journal of Agricultural Sciences,1.1
Journal of Brachial Plexus and Peripheral Nerve Injury,1.1
Journal of Nanophotonics,1.1
Malaysian Journal of Computer Science,1.1
NUCLEOSIDES NUCLEOTIDES & NUCLEIC ACIDS,1.1
PHYSICS OF METALS AND METALLOGRAPHY,1.1
SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE,1.1
AIDS Research and Treatment,1.1
Annals of Corporate Governance,1.1
Einstein-Sao Paulo,1.1
IET Computers and Digital Techniques,1.1
Intractable & Rare Diseases Research,1.1
Journal of Applied Fluid Mechanics,1.1
Journal of Object Technology,1.1
Journal of the Korean Astronomical Society,1.1
Malaysian Journal of Medical Sciences,1.1
Ornamental Horticulture-Revista Brasileira de Horticultura Ornamental,1.1
Research Journal of Pharmacognosy,1.1
Transport and Telecommunication Journal,1.1
Acta Metallurgica Slovaca,1.1
ACTA SOCIETATIS BOTANICORUM POLONIAE,1.1
ACTA VIROLOGICA,1.1
ASTRONOMISCHE NACHRICHTEN,1.1
ASTRONOMY REPORTS,1.1
Current Geriatrics Reports,1.1
JOURNAL OF ASTROPHYSICS AND ASTRONOMY,1.1
Journal of the Royal College of Physicians of Edinburgh,1.1
Korean Journal of Metals and Materials,1.1
Property Management,1.1
Protection of Metals and Physical Chemistry of Surfaces,1.1
Tec Empresarial,1.1
Translational Medicine at UniSa,1.1
Advances in Laboratory Medicine-Avances en Medicina de Laboratorio,1.1
Allergo Journal,1.1
ASTRONOMY LETTERS-A JOURNAL OF ASTRONOMY AND SPACE ASTROPHYSICS,1.1
Brazilian Journal of Analytical Chemistry,1.1
Chinese Science Bulletin-Chinese,1.1
EAI Endorsed Transactions on Scalable Information Systems,1.1
International Journal of Online Marketing,1.1
JOURNAL OF ELECTRONIC TESTING-THEORY AND APPLICATIONS,1.1
Journal of the Mexican Chemical Society,1.1
RUSSIAN JOURNAL OF BIOORGANIC CHEMISTRY,1.1
Semiconductor Physics Quantum Electronics & Optoelectronics,1.1
World Journal for Pediatric and Congenital Heart Surgery,1.1
Australian Journal of Emergency Management,1.1
Cuadernos Geograficos,1.1
CURRENT SCIENCE,1.1
EGYPTIAN JOURNAL OF CHEMISTRY,1.1
Insights-The UKSG Journal,1.1
International Journal of Exergy,1.1
JOURNAL OF PHARMACY TECHNOLOGY,1.1
Journal of the Global Power and Propulsion Society,1.1
ACM Transactions on Economics and Computation,1.1
Current Pulmonology Reports,1.1
ENVIRONMENTAL ETHICS,1.1
Grundwasser,1.1
Hematology Reports,1.1
INFOR,1.1
INTERNATIONAL POLYMER PROCESSING,1.1
Journal of Mechanical Engineering and Sciences,1.1
MIKROBIYOLOJI BULTENI,1.1
Archives of Civil Engineering,1.1
Canadian Journal of Chemistry,1.1
CHIMIA,1.1
CYBERNETICS AND SYSTEMS,1.1
IMAGING SCIENCE JOURNAL,1.1
Structural Engineering International,1.1
International Journal of Business Environment,1.1
LASER AND PARTICLE BEAMS,1.1
Management,1.1
BULLETIN DU CANCER,1.1
Current Green Chemistry,1.1
FOLIA BIOLOGICA,1.1
Journal of Cultural Heritage Management and Sustainable Development,1.1
Journal of Global Entrepreneurship Research,1.1
Clinical Advances in Hematology & Oncology,1.1
Gadjah Mada international journal of business,1.1
Hormone Molecular Biology and Clinical Investigation,1.1
International Journal of Applied Pattern Recognition,1.1
Iranian Journal of Immunology,1.1
REVISTA MEXICANA DE ASTRONOMIA Y ASTROFISICA,1.1
RUSSIAN JOURNAL OF ELECTROCHEMISTRY,1.1
Soils and Rocks,1.1
American Journal of Business,1.1
Cultura Ciencia y Deporte,1.1
Immunopathologia Persa,1.1
INTERNATIONAL JOURNAL OF APPLIED ELECTROMAGNETICS AND MECHANICS,1.1
Journal of Cutaneous Immunology and Allergy,1.1
Journal of the International Association for Shell and Spatial Structures,1.1
Macedonian Journal of Chemistry and Chemical engineering,1.1
Kidney Cancer,1.1
SURFACE ENGINEERING AND APPLIED ELECTROCHEMISTRY,1.1
Portugaliae Electrochimica Acta,1.1
Iranian Journal of Materials Science and Engineering,1.1
Sovremennye Tehnologii v Medicine,1.1
TECHNICAL PHYSICS,1.1
Biochemistry Moscow Supplement Series A-Membrane and Cell Biology,1.1
DOKLADY PHYSICAL CHEMISTRY,1.1
HETEROATOM CHEMISTRY,1.1
Advances in Environmental Research-An International Journal,1.1
NATION,1.1
History and Technology,1.0
Sign Systems Studies,1.0
Global Sixties,1.0
HISTORY WORKSHOP JOURNAL,1.0
JOURNAL OF AFRICAN HISTORY,1.0
Contemporary Islam-Dynamics of Muslim Life,1.0
Rural Theology-International Ecumencial and Interdisciplinary Perspectives,1.0
Slavery & Abolition,1.0
Senses & Society,1.0
Curator-The Museum Journal,1.0
Translation Spaces,1.0
JOURNAL OF AESTHETICS AND ART CRITICISM,1.0
Ethical Theory and Moral Practice,1.0
AUSTRALASIAN JOURNAL OF PHILOSOPHY,1.0
Asia Pacific Law Review,1.0
Corpus Linguistics and Linguistic Theory,1.0
Journal of Holy Land and Palestine Studies,1.0
British Journal of Music Education,1.0
SOCIAL COMPASS,1.0
IOWA LAW REVIEW,1.0
UNIVERSITY OF TORONTO QUARTERLY,1.0
NOTRE DAME LAW REVIEW,1.0
FORDHAM LAW REVIEW,1.0
Hypatia-A Journal of Feminist Philosophy,1.0
MODERN ASIAN STUDIES,1.0
Journal of Legislative Studies,1.0
Asian Affairs,1.0
BULLETIN OF THE MENNINGER CLINIC,1.0
INQUIRY-AN INTERDISCIPLINARY JOURNAL OF PHILOSOPHY,1.0
Legal Studies,1.0
Open Mathematics,1.0
AFRICAN STUDIES,1.0
Argumentation,1.0
Journal of African Media Studies,1.0
UNIVERSITY OF ILLINOIS LAW REVIEW,1.0
Bulletin of the Malaysian Mathematical Sciences Society,1.0
MODERN CHINA,1.0
Boundary Value Problems,1.0
Journal of Multicultural Discourses,1.0
International Journal of Law Crime and Justice,1.0
Journal of African Archaeology,1.0
Journal of International Trade Law and Policy,1.0
Electronic Research Archive,1.0
JOURNAL OF THE LONDON MATHEMATICAL SOCIETY-SECOND SERIES,1.0
PSYCHOANALYTIC PSYCHOLOGY,1.0
COMBINATORICA,1.0
International Journal of Testing,1.0
Kragujevac Journal of Mathematics,1.0
European Journal of Law and Economics,1.0
GLQ-A JOURNAL OF LESBIAN AND GAY STUDIES,1.0
POTENTIAL ANALYSIS,1.0
History of the Family,1.0
ASIA PACIFIC JOURNAL OF SOCIAL WORK AND DEVELOPMENT,1.0
BEHAVIORAL SCIENCES & THE LAW,1.0
Signs and Society,1.0
Journal of Applied Analysis and Computation,1.0
INTERNATIONAL SOCIOLOGY,1.0
Perspectives-Studies in Translation Theory and Practice,1.0
SOUTHERN CALIFORNIA LAW REVIEW,1.0
INDUSTRIAL LAW JOURNAL,1.0
MATHEMATISCHE ZEITSCHRIFT,1.0
EUROPEAN JOURNAL OF COMBINATORICS,1.0
International Journal of Historical Archaeology,1.0
Journal of Human Rights,1.0
LINEAR ALGEBRA AND ITS APPLICATIONS,1.0
American Law and Economics Review,1.0
Sociologica-International Journal for Sociological Debate,1.0
Journal of Outdoor and Environmental Education,1.0
Across Languages and Cultures,1.0
Applicable Analysis and Discrete Mathematics,1.0
Journal of Mathematical Behavior,1.0
Opuscula Mathematica,1.0
ORNIS FENNICA,1.0
ETHNOS,1.0
Melbourne Journal of International Law,1.0
Translation and Translanguaging in Multilingual Contexts,1.0
Journal of Spectral Theory,1.0
Mathematical Control and Related Fields,1.0
Space and Culture,1.0
AMERICAN SPEECH,1.0
CANADIAN JOURNAL OF ZOOLOGY,1.0
European Journal of Pure and Applied Mathematics,1.0
Journal of Experiential Education,1.0
Translation and Interpreting Studies,1.0
BUSINESS HISTORY,1.0
AMPHIBIA-REPTILIA,1.0
Engaging Science Technology and Society,1.0
Capital and Class,1.0
Contemporary Southeast Asia,1.0
Journal of World Energy Law & Business,1.0
COMMUNICATIONS ON PURE AND APPLIED ANALYSIS,1.0
Discrete Analysis,1.0
Revista Espanola de Pedagogia,1.0
Journal of Formative Design in Learning,1.0
ANNALI DI MATEMATICA PURA ED APPLICATA,1.0
FORUM MATHEMATICUM,1.0
Kinetic and Related Models,1.0
Psychotherapie,1.0
Carpathian Mathematical Publications,1.0
HEALTH PHYSICS,1.0
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-MARITIME ENGINEERING,1.0
TEACHING SOCIOLOGY,1.0
AMERICAN ANNALS OF THE DEAF,1.0
COMPUTATIONAL STATISTICS,1.0
DISCRETE APPLIED MATHEMATICS,1.0
Discrete Mathematics Letters,1.0
International Review of Sociology-Revue Internationale de Sociologie,1.0
JOURNAL OF ANTHROPOLOGICAL RESEARCH,1.0
JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS,1.0
Law Technology and Humans,1.0
Novum Jus,1.0
Speech Language and Hearing,1.0
Australian Journal of Language and Literacy,1.0
AKCE International Journal of Graphs and Combinatorics,1.0
International Journal for Lesson and Learning Studies,1.0
Journal of the American Academy of Audiology,1.0
Social Analysis,1.0
ADVANCES IN APPLIED MATHEMATICS,1.0
Intercultural Education,1.0
JOURNAL OF POLITICAL IDEOLOGIES,1.0
Computational Methods in Applied Mathematics,1.0
ISIS,1.0
Italian Journal of Geosciences,1.0
Journal of Chinese Sociology,1.0
Formalized Mathematics,1.0
Journal of Forensic Nursing,1.0
POLITY,1.0
Poverty & Public Policy,1.0
Quantum Topology,1.0
SEMINARS IN SPEECH AND LANGUAGE,1.0
Asian Journal of Social Science,1.0
EDUCATIONAL THEORY,1.0
NEW ZEALAND JOURNAL OF EDUCATIONAL STUDIES,1.0
Probability Uncertainty and Quantitative Risk,1.0
CRIME LAW AND SOCIAL CHANGE,1.0
Electronic Journal of Statistics,1.0
INTERDISCIPLINARY SCIENCE REVIEWS,1.0
Journal of Health Management,1.0
Chinese Journal of Applied Linguistics,1.0
INTERNATIONAL JOURNAL OF MATHEMATICS AND MATHEMATICAL SCIENCES,1.0
Current Physical Medicine and Rehabilitation Reports,1.0
International Journal of Comparative Education and Development,1.0
International Journal of Politics Culture and Society,1.0
SOUTH AFRICAN JOURNAL OF COMMUNICATION DISORDERS,1.0
Decision-Washington,1.0
Iranian Journal of Nursing and Midwifery Research,1.0
Journal of Intercultural Studies,1.0
Journal of International Advanced Otology,1.0
VETERINARY AND COMPARATIVE ORTHOPAEDICS AND TRAUMATOLOGY,1.0
ANNALES DE PALEONTOLOGIE,1.0
INTERNATIONAL JOURNAL OF ODONATOLOGY,1.0
Journal of Korean Academy of Nursing,1.0
Journal of Pension Economics & Finance,1.0
METHODOLOGY AND COMPUTING IN APPLIED PROBABILITY,1.0
Revista Mediterranea Comunicacion-Journal of Communication,1.0
Scientia Agropecuaria,1.0
ASTERISQUE,1.0
AUSTRALIAN JOURNAL OF ZOOLOGY,1.0
Dialogic Pedagogy,1.0
GEOCHEMISTRY-EXPLORATION ENVIRONMENT ANALYSIS,1.0
Signa Vitae,1.0
Arts and Humanities in Higher Education,1.0
ENT-EAR NOSE & THROAT JOURNAL,1.0
IDS BULLETIN-INSTITUTE OF DEVELOPMENT STUDIES,1.0
International Archives of Otorhinolaryngology,1.0
Journal of the Australian Library and Information Association,1.0
CLINICAL PEDIATRICS,1.0
Howard Journal of Communications,1.0
Journal of Adult Protection,1.0
LABORATORY MEDICINE,1.0
PEDIATRICS INTERNATIONAL,1.0
Revista de Administracao Publica,1.0
STRATIGRAPHY AND GEOLOGICAL CORRELATION,1.0
Asian Journal of Comparative Politics,1.0
Asian Politics & Policy,1.0
Community College Journal of Research and Practice,1.0
DIALECTICAL ANTHROPOLOGY,1.0
Early Child Development and Care,1.0
Internet Histories,1.0
JOURNAL OF ARACHNOLOGY,1.0
JOURNAL OF INSECT BEHAVIOR,1.0
Journal of Statistical Theory and Applications,1.0
Nurse Researcher,1.0
Revista Espanola de Investigaciones Sociologicas,1.0
Scientific Papers-Series Management Economic Engineering in Agriculture and Rural Development,1.0
Transylvanian Review of Administrative Sciences,1.0
AMERICAN JOURNAL OF FORENSIC MEDICINE AND PATHOLOGY,1.0
Current Sexual Health Reports,1.0
English in Education,1.0
JOURNAL OF ADDICTIONS & OFFENDER COUNSELING,1.0
JOURNAL OF BIOLOGICAL EDUCATION,1.0
Journal of Neutron Research,1.0
Sleep Science,1.0
South African Journal of Physiotherapy,1.0
AMERICAN SURGEON,1.0
Bordon-Revista de Pedagogia,1.0
JBJS Essential Surgical Techniques,1.0
JOURNAL OF CRANIOFACIAL SURGERY,1.0
Journal of Minimal Access Surgery,1.0
Journal of Plastic Surgery and Hand Surgery,1.0
Zeitschrift fur Orthopadie und Unfallchirurgie,1.0
Journal of Language and Education,1.0
JOURNAL OF VISUAL IMPAIRMENT & BLINDNESS,1.0
Operative Orthopadie und Traumatologie,1.0
Polish Journal of Otolaryngology,1.0
SCIENCE & SOCIETY,1.0
Science and Technology of Nuclear Installations,1.0
Wound Management & Prevention,1.0
APPLIED PSYCHOLOGICAL MEASUREMENT,1.0
Family Journal,1.0
Indian Journal of Labour Economics,1.0
INTERNATIONAL JOURNAL OF HEALTH CARE QUALITY ASSURANCE,1.0
Journal of Multiscale Modelling,1.0
JOURNAL OF PEDIATRIC OPHTHALMOLOGY & STRABISMUS,1.0
ACTA ACUSTICA,1.0
Cultura Lenguaje y Representacion-Revista de Estudios Culturales de la Universitat Jaume I,1.0
International Journal of Biostatistics,1.0
International Journal of Mental Health Promotion,1.0
JOURNAL OF LABOR RESEARCH,1.0
Journal of Pediatric Hematology-Oncology Nursing,1.0
Strategies in Trauma and Limb Reconstruction,1.0
Tapuya-Latin American Science Technology and Society,1.0
ANNALS OF HUMAN GENETICS,1.0
ECONOMETRIC THEORY,1.0
Geospatial Health,1.0
INTERNATIONAL JOURNAL FOR THE ADVANCEMENT OF COUNSELLING,1.0
JOURNAL OF SOCIAL AND CLINICAL PSYCHOLOGY,1.0
L1 Educational Studies in Language and Literature,1.0
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-MUNICIPAL ENGINEER,1.0
TeMA-Journal of Land Use Mobility and Environment,1.0
Advances in Mathematical Physics,1.0
AILA Review,1.0
Canadian Journal of Higher Education,1.0
CARTOGRAPHIC JOURNAL,1.0
Forum-A Journal of Applied Research in Contemporary Politics,1.0
International Journal of Alcohol and Drug Research,1.0
Journal of Geometric Mechanics,1.0
Journal of Indian Prosthodontic Society,1.0
Journal of Information Policy,1.0
Journal of Probability and Statistics,1.0
Journal of World-Systems Research,1.0
Korean Journal of Women Health Nursing,1.0
Quaestiones Geographicae,1.0
SYSTEMATIC PARASITOLOGY,1.0
Thesis Eleven,1.0
AMERICAN JOURNAL OF MEDICAL QUALITY,1.0
Clinical Medicine Insights-Circulatory Respiratory and Pulmonary Medicine,1.0
DIAGNOSTIC CYTOPATHOLOGY,1.0
International Journal of Spatial Data Infrastructures Research,1.0
Journal for the Study of Education and Development,1.0
JOURNAL OF ORTHOPTERA RESEARCH,1.0
Pacific Journalism Review,1.0
Public Works Management & Policy,1.0
Rivista di Psichiatria,1.0
Scandinavian Journal of Forensic Science,1.0
Turkish Journal of Obstetrics and Gynecology,1.0
ANZIAM JOURNAL,1.0
Conflict Resolution Quarterly,1.0
CONTEMPORARY FAMILY THERAPY,1.0
CULTURE & PSYCHOLOGY,1.0
JOMR-Journal of Oral & Maxillofacial Research,1.0
Minerva Pediatrics,1.0
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-TRANSPORT,1.0
PSYCHOLOGICAL RECORD,1.0
Tourism Review International,1.0
Basic Income Studies,1.0
Danish Medical Journal,1.0
Electronic Journal of General Medicine,1.0
HORTTECHNOLOGY,1.0
INDIAN JOURNAL OF DERMATOLOGY,1.0
Journal of Classical Sociology,1.0
Journal of Cytology,1.0
Journal of Optimization,1.0
Nordic Journal of Working Life Studies,1.0
Residential Treatment for Children & Youth,1.0
Ageing International,1.0
BULLETIN OF THE GEOLOGICAL SOCIETY OF DENMARK,1.0
Gene Reports,1.0
Journal of Experimental Psychopathology,1.0
Journal of Library Administration,1.0
JOURNAL OF MATHEMATICAL ECONOMICS,1.0
JOURNAL OF PARASITOLOGY,1.0
Journal of Theoretical and Philosophical Psychology,1.0
Marine Biology Research,1.0
Metroeconomica,1.0
MONTHLY REVIEW-AN INDEPENDENT SOCIALIST MAGAZINE,1.0
PETROLOGY,1.0
REPORTS ON MATHEMATICAL PHYSICS,1.0
Review of Socionetwork Strategies,1.0
Taiwan Journal of Ophthalmology,1.0
Archives of Iranian Medicine,1.0
CEN Case Reports,1.0
Educational Psychology in Practice,1.0
IEEJ Journal of Industry Applications,1.0
Industria Textila,1.0
INTERNATIONAL JOURNAL OF GROUP PSYCHOTHERAPY,1.0
INTERNATIONAL JOURNAL OF POLITICAL ECONOMY,1.0
ISLAND ARC,1.0
JOURNAL OF COMPUTER ASSISTED TOMOGRAPHY,1.0
REVIEW OF RADICAL POLITICAL ECONOMICS,1.0
Revista Brasileira de Ginecologia e Obstetricia,1.0
AIMS Bioengineering,1.0
BRITISH JOURNAL OF NEUROSURGERY,1.0
CANADIAN JOURNAL OF PLANT SCIENCE,1.0
Comparative Cytogenetics,1.0
FOLIA GEOBOTANICA,1.0
GENE EXPRESSION PATTERNS,1.0
Health Education,1.0
International Journal of Clothing Science and Technology,1.0
International Journal of Web and Grid Services,1.0
Journal of Crop Improvement,1.0
Journal of EMDR Practice and Research,1.0
Journal of Grey System,1.0
Journal of Spatial Science,1.0
JOURNAL OF THE CHINESE INSTITUTE OF ENGINEERS,1.0
Journal of the Faculty of Engineering and Architecture of Gazi University,1.0
NUKLEARMEDIZIN-NUCLEAR MEDICINE,1.0
OXFORD ECONOMIC PAPERS-NEW SERIES,1.0
Pedagogia Social Revista Interuniversitaria,1.0
Research in Education and Learning Innovation Archives-REALIA,1.0
SOCIAL BEHAVIOR AND PERSONALITY,1.0
Turkish Journal of Urology,1.0
Advances in Science and Technology-Research Journal,1.0
Annali di Botanica,1.0
Asian Development Review,1.0
Biodiversity Data Journal,1.0
GAMES AND ECONOMIC BEHAVIOR,1.0
Human Genome Variation,1.0
International Journal of AEROSPACE Psychology,1.0
INTERNATIONAL JOURNAL OF DEVELOPMENTAL BIOLOGY,1.0
INTERNATIONAL TAX AND PUBLIC FINANCE,1.0
JOURNAL OF GENERAL PLANT PATHOLOGY,1.0
Journal of Mental Health Policy and Economics,1.0
Journal of Yeungnam Medical Science,1.0
Revista de Artes Marciales Asiaticas,1.0
ZEITSCHRIFT FUR ARBEITS-UND ORGANISATIONSPSYCHOLOGIE,1.0
Adoption and Fostering,1.0
Advances in Theoretical and Mathematical Physics,1.0
ATMOSFERA,1.0
FARMACIA HOSPITALARIA,1.0
Foresight and STI Governance,1.0
INTERNATIONAL JOURNAL OF MODERN PHYSICS E,1.0
Journal of Nuclear Medicine Technology,1.0
Journal of Space Safety Engineering,1.0
Journal of Visual Communication in Medicine,1.0
Mathematics and Mechanics of Complex Systems,1.0
Melanoma Management,1.0
MICROWAVE AND OPTICAL TECHNOLOGY LETTERS,1.0
New Perspectives,1.0
SEMINARS IN INTERVENTIONAL RADIOLOGY,1.0
Sleep and Biological Rhythms,1.0
WATER SA,1.0
Advances in Cognitive Psychology,1.0
Asian Economic Journal,1.0
BIOTA NEOTROPICA,1.0
BRITISH JOURNAL OF GUIDANCE & COUNSELLING,1.0
GMS Interdisciplinary Plastic and Reconstructive Surgery DGPW,1.0
HORTICULTURAL SCIENCE,1.0
Horticultural Science & Technology,1.0
IEEE Revista Iberoamericana de Tecnologias del Aprendizaje-IEEE RITA,1.0
Mediterranean Botany,1.0
Review of International Economics,1.0
Soccer & Society,1.0
THEORETICAL AND MATHEMATICAL PHYSICS,1.0
Twin Research and Human Genetics,1.0
Water Economics and Policy,1.0
Australian Economic Review,1.0
BIOLOGICAL RHYTHM RESEARCH,1.0
Botany,1.0
Bulletin of Glaciological Research,1.0
CRYOLETTERS,1.0
Current Issues in Personality Psychology,1.0
Economics of Transition and Institutional Change,1.0
Egyptian Rheumatologist,1.0
Geohumanities,1.0
GEOLOGICA CARPATHICA,1.0
IFLA JOURNAL-INTERNATIONAL FEDERATION OF LIBRARY ASSOCIATIONS,1.0
Internal Medicine,1.0
JOURNAL OF LIQUID CHROMATOGRAPHY & RELATED TECHNOLOGIES,1.0
JOURNAL OF TROPICAL ECOLOGY,1.0
Ocean and Coastal Research,1.0
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART G-JOURNAL OF AEROSPACE ENGINEERING,1.0
RESEARCH IN NONDESTRUCTIVE EVALUATION,1.0
Tehnicki Vjesnik-Technical Gazette,1.0
Western Pacific Surveillance and Response,1.0
ACTA ADRIATICA,1.0
ARQUIVOS DE NEURO-PSIQUIATRIA,1.0
Basic and Clinical Neuroscience,1.0
Gazi University Journal of Science,1.0
GEOSCIENCES JOURNAL,1.0
INDIAN JOURNAL OF GENETICS AND PLANT BREEDING,1.0
JOURNAL OF CONSTRUCTIVIST PSYCHOLOGY,1.0
Journal of Defense Modeling and Simulation-Applications Methodology Technology-JDMS,1.0
JOURNAL OF PHARMACY PRACTICE,1.0
Journal of Postgraduate Medicine,1.0
Mechanical Sciences,1.0
Phytotaxa,1.0
QUATERNAIRE,1.0
Revista Ciencia Agronomica,1.0
AGRICULTURAL AND FOOD SCIENCE,1.0
Aloma-Revista de Psicologia Ciencies de l Educacio i de l Esport,1.0
