journalname,IF
IEEE Wireless Communications Letters,5.1
International Journal of Transportation Science and Technology,5.1
International Journal of Transportation Science and Technology,5.1
BIOORGANIC CHEMISTRY,5.1
BIOORGANIC CHEMISTRY,5.1
Journal of Multinational Financial Management,5.1
Journal of Organizational and End User Computing,5.1
Journal of Organizational and End User Computing,5.1
Journal of Organizational and End User Computing,5.1
Journal of Optical Communications and Networking,5.1
Journal of Optical Communications and Networking,5.1
Journal of Optical Communications and Networking,5.1
Journal of Optical Communications and Networking,5.1
SOIL DYNAMICS AND EARTHQUAKE ENGINEERING,5.1
SOIL DYNAMICS AND EARTHQUAKE ENGINEERING,5.1
ACM Transactions on Internet Technology,5.1
ACM Transactions on Internet Technology,5.1
BIOLOGICAL CONSERVATION,5.1
BIOLOGICAL CONSERVATION,5.1
BIOLOGICAL CONSERVATION,5.1
SENSORS AND ACTUATORS A-PHYSICAL,5.1
SENSORS AND ACTUATORS A-PHYSICAL,5.1
Academy of Management Discoveries,5.1
BMC Global and Public Health,5.1
Annals of Global Health,5.1
BONE MARROW TRANSPLANTATION,5.1
BONE MARROW TRANSPLANTATION,5.1
BONE MARROW TRANSPLANTATION,5.1
BONE MARROW TRANSPLANTATION,5.1
ENVIRONMENTAL AND EXPERIMENTAL BOTANY,5.1
ENVIRONMENTAL AND EXPERIMENTAL BOTANY,5.1
Soil,5.1
Talanta Open,5.1
Journal of Applied Accounting Research,5.1
Science China-Technological Sciences,5.1
Science China-Technological Sciences,5.1
JOURNAL OF WIND ENGINEERING AND INDUSTRIAL AERODYNAMICS,5.1
JOURNAL OF WIND ENGINEERING AND INDUSTRIAL AERODYNAMICS,5.1
AAPS PHARMSCITECH,5.1
Energy & Environment,5.1
Optica Quantum,5.1
Optica Quantum,5.1
JOURNAL OF PHYSIOLOGY AND BIOCHEMISTRY,5.1
JOURNAL OF PHYSIOLOGY AND BIOCHEMISTRY,5.1
Management of Environmental Quality,5.1
China Geology,5.1
IEEE Communications Standards Magazine,5.1
IEEE Communications Standards Magazine,5.1
ADMET and DMPK,5.1
ADMET and DMPK,5.1
INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOR & RESEARCH,5.1
INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOR & RESEARCH,5.1
Frontiers in Toxicology,5.1
IEEE Transactions on Biomedical Circuits and Systems,5.1
IEEE Transactions on Biomedical Circuits and Systems,5.1
Journal of Field Robotics,5.1
Dialogues in Clinical Neuroscience,5.1
EXPERIMENTAL GERONTOLOGY,5.1
POLYMER,5.1
Chinese Journal of Mechanical Engineering,5.1
Journal of Gastric Cancer,5.1
Journal of Gastric Cancer,5.1
CAAI Transactions on Intelligence Technology,5.1
Endocrinology and Metabolism,5.1
Allergologie select,5.1
ANNALS OF MICROBIOLOGY,5.1
ANNALS OF MICROBIOLOGY,5.1
Egyptian Journal of Remote Sensing and Space Sciences,5.1
Egyptian Journal of Remote Sensing and Space Sciences,5.1
Journal of Materials Chemistry C,5.1
Journal of Materials Chemistry C,5.1
Environmental Systems Research,5.1
Targeted Oncology,5.1
Tissue Engineering and Regenerative Medicine,5.1
Tissue Engineering and Regenerative Medicine,5.1
BMC Chemistry,5.1
CATALYSIS TODAY,5.1
CATALYSIS TODAY,5.1
CATALYSIS TODAY,5.1
EXPERT OPINION ON THERAPEUTIC TARGETS,5.1
Tropical Cyclone Research and Review,5.1
World Journal of Diabetes,5.1
MOLECULES,5.1
MOLECULES,5.1
Artificial Intelligence in the Life Sciences,5.1
Artificial Intelligence in the Life Sciences,5.1
Artificial Intelligence in the Life Sciences,5.1
RSC Applied Polymers,5.1
CHEMICAL ENGINEERING SCIENCE,5.1
FirePhysChem,5.1
FirePhysChem,5.1
Clean Technologies and Environmental Policy,5.1
Clean Technologies and Environmental Policy,5.1
Clean Technologies and Environmental Policy,5.1
Journal of the Association for Information Science and Technology,5.1
Journal of the Association for Information Science and Technology,5.1
Informatics-Basel,5.1
REVIEWS ON ADVANCED MATERIALS SCIENCE,5.1
REVIEWS ON ADVANCED MATERIALS SCIENCE,5.1
Journal of Semiconductors,5.1
Solar,5.1
JOURNAL OF ARCHAEOLOGICAL RESEARCH,5.0
JOURNAL OF ARCHAEOLOGICAL RESEARCH,5.0
INTERNATIONAL AFFAIRS,5.0
JOURNAL OF PEASANT STUDIES,5.0
JOURNAL OF PEASANT STUDIES,5.0
Ophthalmology Science,5.0
Aquaculture and Fisheries,5.0
Aquaculture and Fisheries,5.0
JMIR Nursing,5.0
REVIEW OF INTERNATIONAL POLITICAL ECONOMY,5.0
REVIEW OF INTERNATIONAL POLITICAL ECONOMY,5.0
REVIEW OF INTERNATIONAL POLITICAL ECONOMY,5.0
AQUACULTURE ECONOMICS & MANAGEMENT,5.0
AQUACULTURE ECONOMICS & MANAGEMENT,5.0
EDUCATIONAL ADMINISTRATION QUARTERLY,5.0
Neurospine,5.0
Neurospine,5.0
PHYSICS LETTERS B,5.0
PHYSICS LETTERS B,5.0
PHYSICS LETTERS B,5.0
Behavior Research Methods,5.0
Behavior Research Methods,5.0
JOURNAL DER DEUTSCHEN DERMATOLOGISCHEN GESELLSCHAFT,5.0
Current Reviews in Musculoskeletal Medicine,5.0
BRAIN PATHOLOGY,5.0
BRAIN PATHOLOGY,5.0
BRAIN PATHOLOGY,5.0
JOURNAL OF DEVELOPMENT ECONOMICS,5.0
MINERALIUM DEPOSITA,5.0
MINERALIUM DEPOSITA,5.0
JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE,5.0
JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE,5.0
JOURNAL OF ANXIETY DISORDERS,5.0
JOURNAL OF ANXIETY DISORDERS,5.0
IEEE Consumer Electronics Magazine,5.0
IEEE Consumer Electronics Magazine,5.0
IEEE Consumer Electronics Magazine,5.0
ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,5.0
ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,5.0
ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,5.0
GEOTEXTILES AND GEOMEMBRANES,5.0
GEOTEXTILES AND GEOMEMBRANES,5.0
EUROPEAN JOURNAL OF PHARMACEUTICS AND BIOPHARMACEUTICS,5.0
GigaScience,5.0
TRANSPORTATION RESEARCH PART F-TRAFFIC PSYCHOLOGY AND BEHAVIOUR,5.0
TRANSPORTATION RESEARCH PART F-TRAFFIC PSYCHOLOGY AND BEHAVIOUR,5.0
Current Issues in Tourism,5.0
Open Praxis,5.0
International Journal of Antimicrobial Agents,5.0
International Journal of Antimicrobial Agents,5.0
International Journal of Antimicrobial Agents,5.0
Natural Gas Industry B,5.0
Natural Gas Industry B,5.0
MOLECULAR PLANT PATHOLOGY,5.0
Journal of Nutrition Health & Aging,5.0
Journal of Nutrition Health & Aging,5.0
One Health Advances,5.0
One Health Advances,5.0
GEOPHYSICAL RESEARCH LETTERS,5.0
Molecular Therapy Methods & Clinical Development,5.0
Function,5.0
Function,5.0
Perspectives in Ecology and Conservation,5.0
Algal Research-Biomass Biofuels and Bioproducts,5.0
GeoHealth,5.0
GeoHealth,5.0
IMAGE AND VISION COMPUTING,5.0
IMAGE AND VISION COMPUTING,5.0
IMAGE AND VISION COMPUTING,5.0
IMAGE AND VISION COMPUTING,5.0
IMAGE AND VISION COMPUTING,5.0
ADVANCES IN ATMOSPHERIC SCIENCES,5.0
Earth Systems and Environment,5.0
Earth Systems and Environment,5.0
Earth Systems and Environment,5.0
Gut Pathogens,5.0
Gut Pathogens,5.0
R & D MANAGEMENT,5.0
R & D MANAGEMENT,5.0
JOINT BONE SPINE,5.0
Journal of Pipeline Science and Engineering,5.0
Journal of Pipeline Science and Engineering,5.0
Journal of Pipeline Science and Engineering,5.0
Structural Control & Health Monitoring,5.0
Structural Control & Health Monitoring,5.0
Structural Control & Health Monitoring,5.0
HYPERTENSION RESEARCH,5.0
Psychedelic Medicine,5.0
Psychedelic Medicine,5.0
Psychedelic Medicine,5.0
INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS,5.0
INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS,5.0
INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS,5.0
International Journal of Information Security,5.0
International Journal of Information Security,5.0
International Journal of Information Security,5.0
TRANSPORTATION SCIENCE,5.0
TRANSPORTATION SCIENCE,5.0
TRANSPORTATION SCIENCE,5.0
BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR BASIS OF DISEASE,5.0
BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR BASIS OF DISEASE,5.0
CONTEMPORARY PHYSICS,5.0
Frontiers of Mechanical Engineering,5.0
Journal of Liquid Biopsy,5.0
MARITIME ENGINEERING,5.0
MARITIME ENGINEERING,5.0
MARITIME ENGINEERING,5.0
JOURNAL OF MOLECULAR MEDICINE-JMM,5.0
JOURNAL OF MOLECULAR MEDICINE-JMM,5.0
JOURNAL OF NEUROENDOCRINOLOGY,5.0
JOURNAL OF NEUROENDOCRINOLOGY,5.0
Mayo Clinic Proceedings: Digital Health,5.0
Mayo Clinic Proceedings: Digital Health,5.0
Molecular Medicine Reports,5.0
Molecular Medicine Reports,5.0
Bioresource Technology Reports,5.0
Bioresource Technology Reports,5.0
Bioresource Technology Reports,5.0
JMIR Medical Informatics,5.0
Cleaner Production Letters,5.0
Cleaner Production Letters,5.0
CLINICAL AND EXPERIMENTAL ALLERGY,5.0
CLINICAL AND EXPERIMENTAL ALLERGY,5.0
International Journal of Bioprinting,5.0
International Journal of Bioprinting,5.0
ACM Journal of Data and Information Quality,5.0
Advanced Sensor Research,5.0
Advanced Sensor Research,5.0
CIRP ANNALS-MANUFACTURING TECHNOLOGY,5.0
CIRP ANNALS-MANUFACTURING TECHNOLOGY,5.0
Therapeutic Advances in Psychopharmacology,5.0
Therapeutic Advances in Psychopharmacology,5.0
Biophysical Reviews,5.0
Annual Review of Developmental Psychology,5.0
Food Science & Nutrition,5.0
Journal of Marketing Analytics,5.0
Presse Medicale,5.0
Journal of Artificial Intelligence and Soft Computing Research,5.0
HLA,5.0
HLA,5.0
HLA,5.0
Channels,5.0
Journal of Environmental Science and Health Part C-Toxicology and Carcinogenesis,5.0
Journal of Environmental Science and Health Part C-Toxicology and Carcinogenesis,5.0
Journal of Environmental Science and Health Part C-Toxicology and Carcinogenesis,5.0
Sustainable Chemistry,5.0
Sustainable Chemistry,5.0
Sustainable Chemistry,5.0
Clean Energy,5.0
Clean Energy,5.0
Clean Energy,5.0
Environmental Processes-An International Journal,5.0
International Forum of Allergy & Rhinology,4.9
COMMUNICATION RESEARCH,4.9
Knee Surgery & Related Research,4.9
Knee Surgery & Related Research,4.9
STUDIES IN HIGHER EDUCATION,4.9
APPLIED MATHEMATICS AND MECHANICS-ENGLISH EDITION,4.9
APPLIED MATHEMATICS AND MECHANICS-ENGLISH EDITION,4.9
Pediatric Critical Care Medicine,4.9
Pediatric Critical Care Medicine,4.9
Child and Adolescent Psychiatry and Mental Health,4.9
Child and Adolescent Psychiatry and Mental Health,4.9
BJS Open,4.9
AMERICAN JOURNAL OF PATHOLOGY,4.9
Qualitative Research in Psychology,4.9
JBJS Open Access,4.9
JBJS Open Access,4.9
TRANSPLANTATION,4.9
TRANSPLANTATION,4.9
TRANSPLANTATION,4.9
AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,4.9
AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,4.9
PLoS Pathogens,4.9
PLoS Pathogens,4.9
PLoS Pathogens,4.9
Biological Psychiatry-Cognitive Neuroscience and Neuroimaging,4.9
Biological Psychiatry-Cognitive Neuroscience and Neuroimaging,4.9
Journal of Outdoor Recreation and Tourism-Research Planning and Management,4.9
Cold Spring Harbor Perspectives in Medicine,4.9
Quantum Science and Technology,4.9
Quantum Science and Technology,4.9
Marine Pollution Bulletin,4.9
Marine Pollution Bulletin,4.9
Human Behavior and Emerging Technologies,4.9
JOURNAL OF HIGH ENERGY PHYSICS,4.9
"Alzheimer's & Dementia: Diagnosis, Assessment & Disease Monitoring",4.9
"Alzheimer's & Dementia: Diagnosis, Assessment & Disease Monitoring",4.9
CLINICAL PHARMACOLOGY & THERAPEUTICS,4.9
Journal of Responsible Technology,4.9
Journal of Responsible Technology,4.9
ANNALS OF MEDICINE,4.9
Journal of the International Society of Sports Nutrition,4.9
Journal of the International Society of Sports Nutrition,4.9
Mathematical Programming Computation,4.9
Mathematical Programming Computation,4.9
Mathematical Programming Computation,4.9
Geoscientific Model Development,4.9
MOLECULAR PHARMACEUTICS,4.9
MOLECULAR PHARMACEUTICS,4.9
EUROPEAN PHYSICAL JOURNAL C,4.9
ACM Transactions on the Web,4.9
ACM Transactions on the Web,4.9
Scientific Reports,4.9
Current Rheumatology Reports,4.9
BIOELECTROCHEMISTRY,4.9
BIOELECTROCHEMISTRY,4.9
BIOELECTROCHEMISTRY,4.9
BIOELECTROCHEMISTRY,4.9
CELL CALCIUM,4.9
CELL CALCIUM,4.9
Cryosphere,4.9
Cryosphere,4.9
Biocybernetics and Biomedical Engineering,4.9
CONTEMPORARY ACCOUNTING RESEARCH,4.9
Geomatics Natural Hazards & Risk,4.9
Geomatics Natural Hazards & Risk,4.9
Geomatics Natural Hazards & Risk,4.9
Geomatics Natural Hazards & Risk,4.9
IEEE TRANSACTIONS ON COMPUTERS,4.9
IEEE TRANSACTIONS ON COMPUTERS,4.9
INTERNATIONAL JOURNAL OF CANCER,4.9
ACS Macro Letters,4.9
Asian Journal of Psychiatry,4.9
BIOLOGICAL PROCEDURES ONLINE,4.9
EARTHQUAKE ENGINEERING & STRUCTURAL DYNAMICS,4.9
EARTHQUAKE ENGINEERING & STRUCTURAL DYNAMICS,4.9
Journal of Clinical and Translational Endocrinology,4.9
DIGESTIVE AND LIVER DISEASE,4.9
IEEE Journal of Emerging and Selected Topics in Industrial Electronics,4.9
INTERNATIONAL JOURNAL OF THERMAL SCIENCES,4.9
INTERNATIONAL JOURNAL OF THERMAL SCIENCES,4.9
BioScience Trends,4.9
Project Management Journal,4.9
Electronic Commerce Research,4.9
Electronic Commerce Research,4.9
International Journal of Health Policy and Management,4.9
International Journal of Health Policy and Management,4.9
Translational Oncology,4.9
CANCER SCIENCE,4.9
International Small Business Journal-Researching Entrepreneurship,4.9
International Small Business Journal-Researching Entrepreneurship,4.9
NPJ Microgravity,4.9
European Thyroid Journal,4.9
Obesity,4.9
Obesity,4.9
Diabetology & Metabolic Syndrome,4.9
IEEE Systems Journal,4.9
IEEE Systems Journal,4.9
IEEE Systems Journal,4.9
IEEE Systems Journal,4.9
Archives of Civil and Mechanical Engineering,4.9
Archives of Civil and Mechanical Engineering,4.9
Archives of Civil and Mechanical Engineering,4.9
JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,4.9
JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,4.9
Civil Engineering Journal-Tehran,4.9
Journal of Civil Structural Health Monitoring,4.9
Journal of Islamic Marketing,4.9
Journal of Diabetes Science and Technology,4.9
Utilities Policy,4.9
Utilities Policy,4.9
Utilities Policy,4.9
Service Business,4.9
Service Business,4.9
Structures,4.9
International Journal of Engineering and Geosciences,4.9
Journal of Real-Time Image Processing,4.9
Journal of Real-Time Image Processing,4.9
Journal of Real-Time Image Processing,4.9
Stem Cell Reviews and Reports,4.9
Stem Cell Reviews and Reports,4.9
Stem Cell Reviews and Reports,4.9
Bulletin of Engineering Geology and the Environment,4.9
Bulletin of Engineering Geology and the Environment,4.9
Bulletin of Engineering Geology and the Environment,4.9
Sustainability-Science Practice and Policy,4.9
Sustainability-Science Practice and Policy,4.9
Toxics,4.9
Toxics,4.9
ASTROPARTICLE PHYSICS,4.9
ASTROPARTICLE PHYSICS,4.9
Global Change Biology Bioenergy,4.9
Global Change Biology Bioenergy,4.9
Global Change Biology Bioenergy,4.9
International Journal of Tryptophan Research,4.9
JOURNAL OF LIPID RESEARCH,4.9
Proceedings of the ACM on Human Computer Interaction,4.9
Proceedings of the ACM on Human Computer Interaction,4.9
Remote Sensing Applications-Society and Environment,4.9
Remote Sensing Applications-Society and Environment,4.9
Food Quality and Safety,4.9
JOURNAL OF INTERNATIONAL MARKETING,4.9
Biomolecules & Therapeutics,4.9
IEEE Transactions on Machine Learning in Communications and Networking,4.9
IEEE Transactions on Machine Learning in Communications and Networking,4.9
Food Science of Animal Resources,4.9
Frontiers in Aging,4.9
POLYMER COMPOSITES,4.9
POLYMER COMPOSITES,4.9
COLD REGIONS SCIENCE AND TECHNOLOGY,4.9
COLD REGIONS SCIENCE AND TECHNOLOGY,4.9
COLD REGIONS SCIENCE AND TECHNOLOGY,4.9
ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,4.9
ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,4.9
Integrative Medicine Research,4.9
Materials Today Communications,4.9
APL Bioengineering,4.9
COMPUTERS & CHEMICAL ENGINEERING,4.9
COMPUTERS & CHEMICAL ENGINEERING,4.9
Journal of Marketing Management,4.9
Journal of Marketing Management,4.9
MEDIATORS OF INFLAMMATION,4.9
MEDIATORS OF INFLAMMATION,4.9
Journal of Molecular Structure,4.9
Mathematics and Mechanics of Complex Systems,4.9
MACHINE LEARNING,4.9
World Journal of Stem Cells,4.9
World Journal of Stem Cells,4.9
Journal of Enterprising Communities-People and Places in the Global Economy,4.9
Cell Division,4.9
Nano Select,4.9
Nano Select,4.9
Humanities & Social Sciences Communications,4.8
Humanities & Social Sciences Communications,4.8
INTERNATIONAL ORGANIZATION,4.8
INTERNATIONAL ORGANIZATION,4.8
PNAS Nexus,4.8
PNAS Nexus,4.8
Bone & Joint Journal,4.8
Bone & Joint Journal,4.8
Journal of Public Relations Research,4.8
JOURNAL OF RESEARCH IN SCIENCE TEACHING,4.8
INTERNATIONAL NURSING REVIEW,4.8
ECONOMIC POLICY,4.8
BJOG-AN INTERNATIONAL JOURNAL OF OBSTETRICS AND GYNAECOLOGY,4.8
SPECTROCHIMICA ACTA PART A-MOLECULAR AND BIOMOLECULAR SPECTROSCOPY,4.8
DENTAL TRAUMATOLOGY,4.8
Journal of Economics and Development,4.8
Journal of Economics and Development,4.8
Pesticide Biochemistry and Physiology,4.8
Pesticide Biochemistry and Physiology,4.8
Pesticide Biochemistry and Physiology,4.8
Arthroplasty,4.8
CREATIVITY RESEARCH JOURNAL,4.8
CREATIVITY RESEARCH JOURNAL,4.8
COMPREHENSIVE PSYCHIATRY,4.8
NEOPLASIA,4.8
EUROPEAN JOURNAL OF PERSONALITY,4.8
ULTRASONICS,4.8
ULTRASONICS,4.8
Stroke and Vascular Neurology,4.8
JOURNAL OF BUSINESS AND PSYCHOLOGY,4.8
JOURNAL OF BUSINESS AND PSYCHOLOGY,4.8
IEEE Transactions on Emerging Topics in Computing,4.8
IEEE Transactions on Emerging Topics in Computing,4.8
EARTH AND PLANETARY SCIENCE LETTERS,4.8
Asian Economic Policy Review,4.8
Sleep Health,4.8
JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY,4.8
JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY,4.8
Forestry Research,4.8
International Journal of Accounting and Information Management,4.8
Entrepreneurial Business and Economics Review,4.8
Journal of Infection and Public Health,4.8
Journal of Infection and Public Health,4.8
JOURNAL OF PLANT PHYSIOLOGY,4.8
Annals of GIS,4.8
Annals of GIS,4.8
Annals of GIS,4.8
CANCER IMAGING,4.8
CANCER IMAGING,4.8
EXPERIMENTAL NEUROLOGY,4.8
ENTREPRENEURSHIP AND REGIONAL DEVELOPMENT,4.8
ENTREPRENEURSHIP AND REGIONAL DEVELOPMENT,4.8
INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY,4.8
INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY,4.8
INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY,4.8
INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY,4.8
Journal of Accounting Literature,4.8
International Journal of Disaster Risk Reduction,4.8
International Journal of Disaster Risk Reduction,4.8
International Journal of Disaster Risk Reduction,4.8
Ecological Processes,4.8
Ecological Processes,4.8
PLANT AND SOIL,4.8
PLANT AND SOIL,4.8
PLANT AND SOIL,4.8
Research in Transportation Business and Management,4.8
Research in Transportation Business and Management,4.8
Research in Transportation Business and Management,4.8
Benchmarking-An International Journal,4.8
JOURNAL OF PSYCHIATRY & NEUROSCIENCE,4.8
JOURNAL OF PSYCHIATRY & NEUROSCIENCE,4.8
Synthetic and Systems Biotechnology,4.8
BMC BIOTECHNOLOGY,4.8
Journal of Earth Science,4.8
Food Chemistry: Molecular Sciences,4.8
IEEE Open Journal of Power Electronics,4.8
IEEE Geoscience and Remote Sensing Letters,4.8
IEEE Geoscience and Remote Sensing Letters,4.8
IEEE Geoscience and Remote Sensing Letters,4.8
IEEE Geoscience and Remote Sensing Letters,4.8
Textiles,4.8
Transportation Research Interdisciplinary Perspectives,4.8
INTERNATIONAL JOURNAL OF HEAT AND FLUID FLOW,4.8
INTERNATIONAL JOURNAL OF HEAT AND FLUID FLOW,4.8
INTERNATIONAL JOURNAL OF HEAT AND FLUID FLOW,4.8
REVIEWS IN THE NEUROSCIENCES,4.8
Current Research in Environmental Sustainability,4.8
Current Research in Environmental Sustainability,4.8
Environmental Development,4.8
Geomechanics for Energy and the Environment,4.8
Geomechanics for Energy and the Environment,4.8
Geomechanics for Energy and the Environment,4.8
Journal of Sensor and Actuator Networks,4.8
Journal of Sensor and Actuator Networks,4.8
Computational and Structural Biotechnology Journal,4.8
Polish Archives of Internal Medicine-Polskie Archiwum Medycyny Wewnetrznej,4.8
JNCI Cancer Spectrum,4.8
EUROPEAN JOURNAL OF MEDICAL RESEARCH,4.8
Cancers,4.8
JOURNAL OF CONSUMER MARKETING,4.8
STEM CELLS,4.8
STEM CELLS,4.8
STEM CELLS,4.8
STEM CELLS,4.8
STEM CELLS,4.8
APPLIED CATALYSIS A-GENERAL,4.8
APPLIED CATALYSIS A-GENERAL,4.8
YALE JOURNAL OF BIOLOGY AND MEDICINE,4.8
Current Pain and Headache Reports,4.8
Health Data Science,4.8
Health Data Science,4.8
Journal of Alloys and Metallurgical Systems,4.8
IET Nanobiotechnology,4.8
IET Nanobiotechnology,4.8
Epigenetics Insights,4.8
Journal of Extracellular Biology,4.8
Journal of Extracellular Biology,4.8
Energy Conversion and Economics,4.8
Energy Conversion and Economics,4.8
Microplastics,4.8
Solar RRL,4.8
Solar RRL,4.8
Antibody Therapeutics,4.8
JOURNAL OF LOSS PREVENTION IN THE PROCESS INDUSTRIES,4.8
Nanomaterials,4.8
Nanomaterials,4.8
Nanomaterials,4.8
Nanomaterials,4.8
Geochemical Perspectives,4.8
INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS,4.8
Advanced NanoBiomed Research,4.8
Advanced NanoBiomed Research,4.8
Advanced NanoBiomed Research,4.8
ACS Physical Chemistry Au,4.8
Harvard Data Science Review,4.8
Harvard Data Science Review,4.8
REVISTA ESPANOLA DE ENFERMEDADES DIGESTIVAS,4.8
Religion Brain & Behavior,4.7
Computer Law & Security Review,4.7
AMERICAN JOURNAL OF POLITICAL SCIENCE,4.7
PUBLIC ADMINISTRATION,4.7
PUBLIC ADMINISTRATION,4.7
Language Teaching Research,4.7
Language Teaching Research,4.7
Crime and Justice-A Review of Research,4.7
AMERICAN JOURNAL OF OPHTHALMOLOGY,4.7
JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY,4.7
JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY,4.7
JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY,4.7
Earth System Governance,4.7
Earth System Governance,4.7
Earth System Governance,4.7
Earth System Governance,4.7
ANESTHESIA AND ANALGESIA,4.7
Nuclear Science and Techniques,4.7
Nuclear Science and Techniques,4.7
NURSE EDUCATION TODAY,4.7
NURSE EDUCATION TODAY,4.7
JOURNAL OF THE LEARNING SCIENCES,4.7
JOURNAL OF THE LEARNING SCIENCES,4.7
AMERICAN JOURNAL OF PREVENTIVE MEDICINE,4.7
AMERICAN JOURNAL OF PREVENTIVE MEDICINE,4.7
Journal of Econometrics,4.7
Journal of Econometrics,4.7
Journal of Econometrics,4.7
Research & Politics,4.7
ORGANIC LETTERS,4.7
npj Primary Care Respiratory Medicine,4.7
npj Primary Care Respiratory Medicine,4.7
ACADEMIC RADIOLOGY,4.7
Ecological Frontiers,4.7
Journal of Family Business Strategy,4.7
Journal of Family Business Strategy,4.7
HEALTH POLICY,4.7
HEALTH POLICY,4.7
International Journal of Implant Dentistry,4.7
JOURNAL OF DAIRY SCIENCE,4.7
JOURNAL OF DAIRY SCIENCE,4.7
PHARMACOECONOMICS,4.7
PHARMACOECONOMICS,4.7
PHARMACOECONOMICS,4.7
PHARMACOECONOMICS,4.7
